price,zestimate,livingArea,lotAreaValue,zpid,rentZestimate,bedrooms,propertyType,address,zipcode,city,dateSold,pricePerFt
2200000,2100000,1146,8080,25034553,5307,3,SINGLE_FAMILY,"2415 Lockwood Ave, Fremont, CA 94539",94539,Fremont,2021-06-11,1919.72
2200000,2318100,1114,9857,25034612,5637,4,SINGLE_FAMILY,"2385 Marion Ave, Fremont, CA 94539",94539,Fremont,2021-10-06,1974.87
2200000,2117900,1929,3874,25059328,5405,4,SINGLE_FAMILY,"34305 Eucalyptus Ter, Fremont, CA 94555",94555,Fremont,2022-04-21,1140.49
2200000,1899300,2092,7405.2,52978799,5565,4,SINGLE_FAMILY,"37820 Cherry Blossom Ct, Fremont, CA 94536",94536,Fremont,2023-09-12,1051.63
2200000,2134200,1993,3366,124734931,5424,4,SINGLE_FAMILY,"5361 Rancho Del Sur Dr, Fremont, CA 94555",94555,Fremont,2022-05-03,1103.86
2199000,2156700,2171,8276.4,25034304,5477,3,SINGLE_FAMILY,"2345 Castillejo Way, Fremont, CA 94539",94539,Fremont,2022-06-01,1012.9
2190000,2429800,2943,5532,25014502,6140,5,SINGLE_FAMILY,"2882 Harrisburg Ave, Fremont, CA 94536",94536,Fremont,2021-04-23,744.14
2185000,2702300,2675,8300,25023732,6821,4,SINGLE_FAMILY,"43620 Greenhills Way, Fremont, CA 94539",94539,Fremont,2021-04-19,816.82
2185000,2147600,2238,6534,25055206,5453,5,SINGLE_FAMILY,"4706 Jaques Ct, Fremont, CA 94555",94555,Fremont,2022-06-06,976.32
2182080,3031000,3743,6360,318985909,7768,4,SINGLE_FAMILY,"505 Majestic Palm Ave, Fremont, CA 94539",94539,Fremont,2021-01-06,582.98
2180700,2254700,2907,6337.98,25024008,5740,5,SINGLE_FAMILY,"43678 Skye Rd, Fremont, CA 94539",94539,Fremont,2023-04-21,750.15
2180000,2212000,2320,5227.2,25014473,5650,4,SINGLE_FAMILY,"2840 Cutler Ave, Fremont, CA 94536",94536,Fremont,2021-11-12,939.66
2180000,2797300,3225,0.25697887970615,25024160,7079,4,SINGLE_FAMILY,"174 Brunswick Pl, Fremont, CA 94539",94539,Fremont,2020-11-19,675.97
2180000,2117200,1692,9147.6,25025115,5380,4,SINGLE_FAMILY,"989 Yucatan Ct, Fremont, CA 94539",94539,Fremont,2022-05-06,1288.42
2180000,2226400,3279,0.33234618916437,25035360,5626,5,SINGLE_FAMILY,"3216 Hancock Pl, Fremont, CA 94538",94538,Fremont,2022-08-25,664.84
2180000,2144500,2674,6098.4,25038986,5445,6,SINGLE_FAMILY,"43437 Lindenwood St, Fremont, CA 94538",94538,Fremont,2022-06-08,815.26
2180000,2114000,1830,3600,25059427,5373,4,SINGLE_FAMILY,"34325 Eucalyptus Ter, Fremont, CA 94555",94555,Fremont,2022-05-02,1191.26
2177500,2130800,1675,7840.8,25043205,5412,4,SINGLE_FAMILY,"5124 Eggers Dr, Fremont, CA 94536",94536,Fremont,2022-05-26,1300.0
2176000,2567600,2274,10889,25028934,6479,3,SINGLE_FAMILY,"1066 Kachina Ct, Fremont, CA 94539",94539,Fremont,2020-12-29,956.9
2175000,2094600,1871,6098.4,25049290,5345,4,SINGLE_FAMILY,"32611 Lake Mead Dr, Fremont, CA 94555",94555,Fremont,2022-04-22,1162.48
2170000,2191300,2247,6098.4,25011725,5508,4,SINGLE_FAMILY,"3248 Sutton Ct, Fremont, CA 94536",94536,Fremont,2023-08-24,965.73
2170000,2582100,2566,7021,25033856,6628,4,SINGLE_FAMILY,"40377 Loro Pl, Fremont, CA 94539",94539,Fremont,2020-12-15,845.67
2170000,2761600,3400,5941,250132848,7003,6,SINGLE_FAMILY,"33620 Pack Horse St, Fremont, CA 94555",94555,Fremont,2021-01-22,638.24
2168000,2498300,2748,7919,25025746,6405,4,SINGLE_FAMILY,"790 Gable Dr, Fremont, CA 94539",94539,Fremont,2021-03-23,788.94
2165000,3100000,3621,6000,318985907,7957,4,SINGLE_FAMILY,"525 Majestic Palm Ave, Fremont, CA 94539",94539,Fremont,2021-02-02,597.9
2160000,2191700,2219,7737,25027848,5510,4,SINGLE_FAMILY,"48611 Tonopah Ct, Fremont, CA 94539",94539,Fremont,2023-08-01,973.41
2160000,2218800,1910,8589,25029396,5678,4,SINGLE_FAMILY,"1230 Oasis Ct, Fremont, CA 94539",94539,Fremont,2021-11-19,1130.89
2158000,2555900,3013,4647,2078160630,6651,4,SINGLE_FAMILY,"48438 Silva Pomar Ter, Fremont, CA 94539",94539,Fremont,2020-12-08,716.23
2155000,1941400,2379,7840.8,25019101,4784,5,SINGLE_FAMILY,"534 Maar Pl, Fremont, CA 94536",94536,Fremont,2022-03-22,905.84
2150000,2199800,1497,9600,25007383,5560,4,SINGLE_FAMILY,"4846 Mattos Dr, Fremont, CA 94536",94536,Fremont,2022-08-30,1436.21
2150000,2200700,2367,0,25015654,5620,4,SINGLE_FAMILY,"827 Hickory Way, Fremont, CA 94536",94536,Fremont,2021-12-10,908.32
2150000,2218400,2037,5662.8,25024388,5668,4,SINGLE_FAMILY,"593 Kell Cmn, Fremont, CA 94539",94539,Fremont,2022-09-29,1055.47
2150000,2087200,1655,6015,25027893,5304,4,SINGLE_FAMILY,"265 Kansas Way, Fremont, CA 94539",94539,Fremont,2022-05-05,1299.09
2150000,2361100,1866,8513,25029193,6044,4,SINGLE_FAMILY,"343 Prairie Dog Ln, Fremont, CA 94539",94539,Fremont,2021-08-19,1152.2
2150000,2231000,2144,8276.4,25030712,5703,4,SINGLE_FAMILY,"45048 Cougar Cir, Fremont, CA 94539",94539,Fremont,2022-10-31,1002.8
2150000,2347400,1830,7122.06,25033486,6020,4,SINGLE_FAMILY,"41725 Chadbourne Dr, Fremont, CA 94539",94539,Fremont,2021-09-13,1174.86
2150000,2398100,3153,6270,25039007,6054,5,SINGLE_FAMILY,"43318 Sweetwood St, Fremont, CA 94538",94538,Fremont,2021-05-14,681.89
2150000,2115000,2035,5662.8,52979421,5371,4,SINGLE_FAMILY,"4696 Amiens Ave, Fremont, CA 94555",94555,Fremont,2022-06-08,1056.51
2150000,2230400,2176,3300,124736145,5641,4,SINGLE_FAMILY,"5315 Cowboy Ct, Fremont, CA 94555",94555,Fremont,2021-11-30,988.05
2150000,2220200,2676,3920.4,163650368,5707,4,SINGLE_FAMILY,"207 Emory Ter, Fremont, CA 94539",94539,Fremont,2022-10-31,803.44
2150000,2568000,3010,4708,2077755001,6686,4,SINGLE_FAMILY,"48432 Silva Pomar Ter, Fremont, CA 94539",94539,Fremont,2020-12-07,714.29
2148000,2226600,1750,8712,25021863,5691,4,SINGLE_FAMILY,"42124 Camino Santa Barbara, Fremont, CA 94539",94539,Fremont,2022-10-25,1227.43
2145000,2063000,2135,8276.4,25007500,4322,3,SINGLE_FAMILY,"4887 Sterling Dr, Fremont, CA 94536",94536,Fremont,2022-02-09,1004.68
2136000,2137400,2043,9583.2,25007405,5403,5,SINGLE_FAMILY,"4842 Rogers Ave, Fremont, CA 94536",94536,Fremont,2022-07-08,1045.52
2130000,2018500,1421,5662.8,25032961,5171,3,SINGLE_FAMILY,"41247 Norman Ct, Fremont, CA 94539",94539,Fremont,2022-02-28,1498.94
2130000,2091500,2493,7840.8,25050910,5284,5,SINGLE_FAMILY,"3091 Stonehenge Rd, Fremont, CA 94555",94555,Fremont,2022-02-24,854.39
2128280,2156200,1772,8189.28,25032858,5421,4,SINGLE_FAMILY,"41515 Denise St, Fremont, CA 94539",94539,Fremont,2023-08-09,1201.06
2125000,2078600,2070,8190,25040937,5280,5,SINGLE_FAMILY,"43645 Hopkins Ave, Fremont, CA 94538",94538,Fremont,2022-05-25,1026.57
2125000,2132800,2053,6098.4,25051768,5264,4,SINGLE_FAMILY,"33742 Cassio Cir, Fremont, CA 94555",94555,Fremont,2022-01-07,1035.07
2120000,2132300,2184,0.29,25007157,5395,3,SINGLE_FAMILY,"4731 Norris Rd, Fremont, CA 94536",94536,Fremont,2023-09-13,970.7
2120000,2179900,2037,4791.6,25024394,5547,4,SINGLE_FAMILY,"43325 Debrum Cmn, Fremont, CA 94539",94539,Fremont,2023-05-25,1040.75
2120000,2192700,2115,7840.8,25032636,5603,4,SINGLE_FAMILY,"40516 Ambar Pl, Fremont, CA 94539",94539,Fremont,2022-10-12,1002.36
2118000,2168700,1502,8276.4,25021762,5482,3,SINGLE_FAMILY,"41969 Via San Gabriel, Fremont, CA 94539",94539,Fremont,2022-09-01,1410.12
2118000,2145500,2039,3920.4,25058201,5456,5,SINGLE_FAMILY,"5517 Golubin Cmn, Fremont, CA 94555",94555,Fremont,2021-11-23,1038.74
2115000,2161700,2281,6897,25007754,5446,4,SINGLE_FAMILY,"38201 Logan Dr, Fremont, CA 94536",94536,Fremont,2023-06-26,927.22
2115000,2188900,2449,6969.6,25029811,5573,5,SINGLE_FAMILY,"524 Gamay Ct, Fremont, CA 94539",94539,Fremont,2023-04-13,863.62
2115000,2190500,2262,6534,25029835,5598,4,SINGLE_FAMILY,"480 Chardonnay Dr, Fremont, CA 94539",94539,Fremont,2022-10-20,935.01
2115000,2003800,1790,6098.4,25050446,5153,3,SINGLE_FAMILY,"35476 Tampico Rd, Fremont, CA 94536",94536,Fremont,2022-03-24,1181.56
2112500,2634800,3304,5898,25024330,6765,5,SINGLE_FAMILY,"43979 S Moray St, Fremont, CA 94539",94539,Fremont,2021-01-20,639.38
2111000,2112300,1784,6534,25025194,4396,4,SINGLE_FAMILY,"768 Wichitaw Dr, Fremont, CA 94539",94539,Fremont,2023-10-02,1183.3
2111000,2384700,4040,9234,25035442,6039,6,SINGLE_FAMILY,"40655 Wolcott Pl, Fremont, CA 94538",94538,Fremont,2021-06-29,522.52
2110000,2193100,2262,9147.6,25007386,5607,4,SINGLE_FAMILY,"4839 Rogers Ave, Fremont, CA 94536",94536,Fremont,2022-11-17,932.8
2110000,2089100,2340,6534,25007785,5304,4,SINGLE_FAMILY,"4550 Meyer Park Cir, Fremont, CA 94536",94536,Fremont,2022-06-23,901.71
2110000,2322900,1924,8023,25022467,5956,4,SINGLE_FAMILY,"875 Nina Way, Fremont, CA 94539",94539,Fremont,2021-08-23,1096.67
2106000,2298700,2350,8668,25007685,5865,4,SINGLE_FAMILY,"4649 Richmond Ave, Fremont, CA 94536",94536,Fremont,2021-08-23,896.17
2105000,2063700,2102,3800.0002,25059102,5241,4,SINGLE_FAMILY,"34192 Finnigan Ter, Fremont, CA 94555",94555,Fremont,2022-05-31,1001.43
2102000,2245700,2266,9888,25007679,5699,3,SINGLE_FAMILY,"38647 Glenmoor Dr, Fremont, CA 94536",94536,Fremont,2021-07-14,927.63
2100000,2043300,2456,10018.8,25005441,5192,4,SINGLE_FAMILY,"35949 Nicolet Ct, Fremont, CA 94536",94536,Fremont,2022-05-11,855.05
2100000,2309200,2284,10585,25007915,5868,4,SINGLE_FAMILY,"4359 Lombard Ave, Fremont, CA 94536",94536,Fremont,2021-09-29,919.44
2100000,2111300,2115,5662.8,25013757,5310,5,SINGLE_FAMILY,"3056 Surry Pl, Fremont, CA 94536",94536,Fremont,2023-09-14,992.91
2100000,2028000,2775,8400,25015866,5171,4,SINGLE_FAMILY,"704 Rancho Arroyo Pkwy, Fremont, CA 94536",94536,Fremont,2022-04-29,756.76
2100000,2181000,3013,0.25,25018216,5564,5,SINGLE_FAMILY,"38883 Viento Ct, Fremont, CA 94536",94536,Fremont,2023-03-06,696.98
2100000,2460200,3855,0.51,25018649,6275,4,SINGLE_FAMILY,"1045 Canyon Creek Ter, Fremont, CA 94536",94536,Fremont,2021-11-24,544.75
2100000,2073900,2917,10018.8,25020853,5265,5,SINGLE_FAMILY,"35116 King Ct, Fremont, CA 94536",94536,Fremont,2022-06-17,719.92
2100000,2305200,1590,8189,25021953,5700,4,SINGLE_FAMILY,"41675 Marigold Dr, Fremont, CA 94539",94539,Fremont,2021-10-01,1320.75
2100000,2477000,1931,8058,25022073,6159,4,SINGLE_FAMILY,"1630 Douglas Ct, Fremont, CA 94539",94539,Fremont,2021-09-20,1087.52
2100000,2350800,2097,8519,25023143,5935,4,SINGLE_FAMILY,"43275 Noria Rd, Fremont, CA 94539",94539,Fremont,2023-01-09,1001.43
2100000,2094300,1483,9147.6,25025416,5296,4,SINGLE_FAMILY,"47655 Gridley Ct, Fremont, CA 94539",94539,Fremont,2022-07-01,1416.05
2100000,2105400,2262,5967,25025993,5321,4,SINGLE_FAMILY,"321 Bayberry Cmn, Fremont, CA 94539",94539,Fremont,2022-07-12,928.38
2100000,2634500,2928,0.75498163452709,25028429,6754,4,SINGLE_FAMILY,"1882 Blackfoot Dr, Fremont, CA 94539",94539,Fremont,2021-04-06,717.21
2100000,2330900,2095,6500,25031803,5744,4,SINGLE_FAMILY,"40540 Las Palmas Ave, Fremont, CA 94539",94539,Fremont,2021-11-15,1002.39
2100000,2156900,1644,6840,25033061,5488,4,SINGLE_FAMILY,"41527 Apricot Ln, Fremont, CA 94539",94539,Fremont,2023-06-01,1277.37
2100000,2408000,2308,6615,25033572,6110,5,SINGLE_FAMILY,"41762 Olympus Ave, Fremont, CA 94539",94539,Fremont,2021-05-24,909.88
2100000,2159000,1920,0.30856290174472,25034159,5494,3,SINGLE_FAMILY,"3216 Bruce Dr, Fremont, CA 94539",94539,Fremont,2023-05-26,1093.75
2100000,2171000,1761,7840.8,25034363,5526,4,SINGLE_FAMILY,"2050 Castillejo Way, Fremont, CA 94539",94539,Fremont,2023-04-21,1192.5
2100000,2172400,2306,5426,25051700,5547,5,SINGLE_FAMILY,"3767 Armour Ct, Fremont, CA 94555",94555,Fremont,2021-10-08,910.67
2100000,2061100,1717,6098.4,25054182,5200,4,SINGLE_FAMILY,"33920 Capulet Cir, Fremont, CA 94555",94555,Fremont,2022-02-23,1223.06
2100000,2136000,2035,5662.8,25055147,5374,4,SINGLE_FAMILY,"4615 Amiens Ave, Fremont, CA 94555",94555,Fremont,2023-07-20,1031.94
2100000,2093200,2005,4356,25058212,5294,4,SINGLE_FAMILY,"5446 Moonlight Cmn, Fremont, CA 94555",94555,Fremont,2022-06-30,1047.38
2100000,2040800,2005,4356,25058225,5205,4,SINGLE_FAMILY,"5468 Midday Cmn, Fremont, CA 94555",94555,Fremont,2022-02-24,1047.38
2100000,2169100,2611,9091,58878983,5550,5,SINGLE_FAMILY,"48179 Alta Vista Ter, Fremont, CA 94539",94539,Fremont,2022-10-04,804.29
2100000,2525900,3010,4500,124733600,6354,5,SINGLE_FAMILY,"34015 Stetson Way, Fremont, CA 94555",94555,Fremont,2021-04-08,697.67
2100000,2835000,3181,0.36618457300275,299072049,7317,4,SINGLE_FAMILY,"747 Old Canyon Rd, Fremont, CA 94536",94536,Fremont,2021-01-28,660.17
2095000,2103500,1866,6098.4,25027885,5292,4,SINGLE_FAMILY,"48620 Taos Rd, Fremont, CA 94539",94539,Fremont,2023-09-21,1122.72
2090500,2112000,2130,8319,25034342,5333,3,SINGLE_FAMILY,"2025 Castillejo Way, Fremont, CA 94539",94539,Fremont,2022-07-28,981.46
2090000,2169100,2425,8250,25009044,5544,5,SINGLE_FAMILY,"38275 Ballard Dr, Fremont, CA 94536",94536,Fremont,2022-11-01,861.86
2088000,1974200,1714,5662,25013437,3962,4,SINGLE_FAMILY,"3220 Lubbock Pl, Fremont, CA 94536",94536,Fremont,2022-03-16,1218.2
2085000,2014700,2032,6534,25015775,4473,3,SINGLE_FAMILY,"35321 Terra Cotta Cir, Fremont, CA 94536",94536,Fremont,2022-02-18,1026.08
2085000,2527000,2754,6512,52978759,6486,4,SINGLE_FAMILY,"37808 Appletree Ct, Fremont, CA 94536",94536,Fremont,2020-11-17,757.08
2080000,2184100,2361,10149,25015953,5514,4,SINGLE_FAMILY,"744 Barcelona Dr, Fremont, CA 94536",94536,Fremont,2023-03-03,880.98
2080000,1986900,1685,3493,25024440,4028,3,SINGLE_FAMILY,"670 Perry Cmn, Fremont, CA 94539",94539,Fremont,2022-01-10,1234.42
2080000,2549700,2625,6703,25029744,6470,4,SINGLE_FAMILY,"45928 Omega Dr, Fremont, CA 94539",94539,Fremont,2020-12-18,792.38
2080000,2127600,1795,7199,25047346,5416,4,SINGLE_FAMILY,"34425 Bridgewater Pl, Fremont, CA 94555",94555,Fremont,2023-06-22,1158.77
2075000,2114900,2524,7405,25011992,5323,4,SINGLE_FAMILY,"38044 Inez Ave, Fremont, CA 94536",94536,Fremont,2023-07-10,822.11
2075000,2110200,2389,6098.4,25015811,5309,5,SINGLE_FAMILY,"35349 Terra Cotta Cir, Fremont, CA 94536",94536,Fremont,2023-07-21,868.56
2075000,2081300,2052,5662,25052757,5260,4,SINGLE_FAMILY,"33601 Bardolph Cir, Fremont, CA 94555",94555,Fremont,2022-07-13,1011.21
2072000,2361600,2100,7020,25033872,6016,4,SINGLE_FAMILY,"40367 Imperio Pl, Fremont, CA 94539",94539,Fremont,2021-03-03,986.67
2070000,2133100,2260,0.27,25019058,5428,4,SINGLE_FAMILY,"290 Yerba Buena Pl, Fremont, CA 94536",94536,Fremont,2023-05-12,915.93
2070000,2128200,2259,7840.8,25025775,5438,4,SINGLE_FAMILY,"47847 Wabana St, Fremont, CA 94539",94539,Fremont,2022-09-16,916.33
2057977,2113300,1696,8276.4,25032582,5378,3,SINGLE_FAMILY,"1765 Valdez Way, Fremont, CA 94539",94539,Fremont,2023-06-02,1213.43
2055000,2331700,2388,6011,25024097,6022,3,SINGLE_FAMILY,"43546 Southerland Way, Fremont, CA 94539",94539,Fremont,2021-04-09,860.55
2055000,2014700,1736,8276.4,25040028,3984,4,SINGLE_FAMILY,"5239 Colonial Park Ct, Fremont, CA 94538",94538,Fremont,2022-05-31,1183.76
2050000,2050300,1980,7405.2,25013773,4475,4,SINGLE_FAMILY,"3094 Dickens Ct, Fremont, CA 94536",94536,Fremont,2023-10-05,1035.35
2050000,2564900,2586,5227.2,25022317,6609,5,SINGLE_FAMILY,"43275 Coit Ave, Fremont, CA 94539",94539,Fremont,2022-12-09,792.73
2050000,2065100,1931,8103,25022433,5217,4,SINGLE_FAMILY,"42850 Palm Ave, Fremont, CA 94539",94539,Fremont,2022-07-22,1061.63
2050000,2113900,2580,7540.236,25026851,5380,5,SINGLE_FAMILY,"44936 Winding Ln, Fremont, CA 94539",94539,Fremont,2023-05-08,794.57
2050000,2191900,1925,5227.2,25033056,5584,4,SINGLE_FAMILY,"41648 Joyce Ave, Fremont, CA 94539",94539,Fremont,2021-10-25,1064.94
2050000,2096700,1881,7665,25034010,5299,4,SINGLE_FAMILY,"39542 Benavente Pl, Fremont, CA 94539",94539,Fremont,2022-08-29,1089.85
2050000,1990200,1673,10454.4,25050879,3999,4,SINGLE_FAMILY,"3312 Trafalgar Rd, Fremont, CA 94555",94555,Fremont,2022-05-05,1225.34
2050000,1988600,1686,3920.4,25058679,3900,3,SINGLE_FAMILY,"5147 Amberwood Dr, Fremont, CA 94555",94555,Fremont,2022-05-03,1215.9
2050000,2142600,2176,3300,124734682,5420,4,SINGLE_FAMILY,"5349 Rancho Del Sur Dr, Fremont, CA 94555",94555,Fremont,2021-11-19,942.1
2047500,2198500,1764,6577,25033555,5602,3,SINGLE_FAMILY,"41711 Olympus Ave, Fremont, CA 94539",94539,Fremont,2021-10-06,1160.71
2045000,2372300,2372,5192,25023834,6070,4,SINGLE_FAMILY,"43959 Rosemere Dr, Fremont, CA 94539",94539,Fremont,2021-03-26,862.14
2040000,2115800,2375,3920.4,163650767,5407,4,SINGLE_FAMILY,"178 Emory Cmn, Fremont, CA 94539",94539,Fremont,2023-03-10,858.95
2038000,2491000,2665,0.27846648301194,25034293,6346,5,SINGLE_FAMILY,"2414 Middlefield Ave, Fremont, CA 94539",94539,Fremont,2021-02-24,764.73
2038000,2396700,2662,4408,2078308862,6203,4,SINGLE_FAMILY,"48439 Silva Pomar Ter, Fremont, CA 94539",94539,Fremont,2020-12-07,765.59
2038000,2401900,2735,4186,2078791806,6197,4,SINGLE_FAMILY,"48443 Silva Pomar Ter, Fremont, CA 94539",94539,Fremont,2020-11-04,745.16
2035000,2045700,1973,4791.6,250132921,5182,3,SINGLE_FAMILY,"34135 Bridle St, Fremont, CA 94555",94555,Fremont,2023-09-15,1031.42
2030000,2115400,1548,9583.2,25033212,5385,3,SINGLE_FAMILY,"41488 Chiltern Dr, Fremont, CA 94539",94539,Fremont,2023-02-23,1311.37
2030000,2107400,1708,6969,25033737,5387,4,SINGLE_FAMILY,"40689 Canyon Heights Dr, Fremont, CA 94539",94539,Fremont,2022-11-04,1188.52
2028000,1964400,1874,8559.54,25008286,4200,3,SINGLE_FAMILY,"4343 Cognina Ct, Fremont, CA 94536",94536,Fremont,2023-08-16,1082.18
2026000,2028600,2160,10018.8,25050727,4516,4,SINGLE_FAMILY,"35944 Romilly Ct, Fremont, CA 94536",94536,Fremont,2023-09-26,937.96
2025000,2844500,2701,10710,25027561,7174,4,SINGLE_FAMILY,"600 Curtner Rd, Fremont, CA 94539",94539,Fremont,2021-01-29,749.72
2025000,2320400,1902,0.25022956841139,25032404,5888,5,SINGLE_FAMILY,"901 Camero Way, Fremont, CA 94539",94539,Fremont,2021-09-14,1064.67
2025000,1975600,2141,5405,25049331,4333,4,SINGLE_FAMILY,"32716 Bucks Lake Ln, Fremont, CA 94555",94555,Fremont,2022-05-18,945.82
2025000,1943000,1673,7913,25050956,4034,4,SINGLE_FAMILY,"34081 Mello Way, Fremont, CA 94555",94555,Fremont,2022-03-18,1210.4
2025000,2223900,2678,5967,25057245,5676,4,SINGLE_FAMILY,"3039 Beard Rd, Fremont, CA 94555",94555,Fremont,2021-09-07,756.16
2023000,2274200,2286,6969,25030079,5808,4,SINGLE_FAMILY,"683 Chardonnay Dr, Fremont, CA 94539",94539,Fremont,2021-06-10,884.95
2021000,2245500,2308,9742,25008191,5714,3,SINGLE_FAMILY,"4339 Mattos Dr, Fremont, CA 94536",94536,Fremont,2021-06-25,875.65
2017000,2102100,1787,6438,25028110,5328,4,SINGLE_FAMILY,"285 Tuolumne Dr, Fremont, CA 94539",94539,Fremont,2021-10-01,1128.71
2016500,3162200,7119,0.45298438934803,251192469,7893,8,SINGLE_FAMILY,"43227 Calle Dolorosa, Fremont, CA 94539",94539,Fremont,2023-01-23,283.26
2015000,2096700,2975,5227.2,25014208,5389,5,SINGLE_FAMILY,"35668 Goldsmith Dr, Fremont, CA 94536",94536,Fremont,2023-01-10,677.31
2010000,1936600,1797,5662.8,25012917,4113,4,SINGLE_FAMILY,"35561 Purcell Pl, Fremont, CA 94536",94536,Fremont,2022-03-25,1118.53
2010000,1945900,1708,6098.4,25013858,3983,4,SINGLE_FAMILY,"3382 Kemper Rd, Fremont, CA 94536",94536,Fremont,2022-01-19,1176.81
2010000,2269600,2825,8363,25020660,5767,4,SINGLE_FAMILY,"35749 Carnation Way, Fremont, CA 94536",94536,Fremont,2021-04-21,711.5
2010000,2078200,1914,8712,25031649,5310,4,SINGLE_FAMILY,"39979 San Simeon Ct, Fremont, CA 94539",94539,Fremont,2022-10-10,1050.16
2007000,2202300,1749,6534,25027298,5528,4,SINGLE_FAMILY,"45751 Cheyenne Pl, Fremont, CA 94539",94539,Fremont,2021-11-29,1147.51
2005000,2287400,2289,10018,25008168,5833,4,SINGLE_FAMILY,"4395 Grover Dr, Fremont, CA 94536",94536,Fremont,2021-06-14,875.93
2002888,2057600,2160,6747,25050738,5236,4,SINGLE_FAMILY,"4227 Nicolet Ave, Fremont, CA 94536",94536,Fremont,2023-05-31,927.26
2001000,2300100,2145,7200,25025213,5891,5,SINGLE_FAMILY,"219 Lippert Ave, Fremont, CA 94539",94539,Fremont,2021-06-11,932.87
2000001,1931900,1983,9600,25007382,4161,3,SINGLE_FAMILY,"4862 Mattos Dr, Fremont, CA 94536",94536,Fremont,2022-04-29,1008.57
4000000,4041100,4144,0.32,58878999,10205,5,SINGLE_FAMILY,"321 Mackintosh Ter, Fremont, CA 94539",94539,Fremont,2022-07-28,965.25
3950000,4246500,5367,0.53999081726354,25021273,10747,5,SINGLE_FAMILY,"672 Hillcrest Ter, Fremont, CA 94539",94539,Fremont,2021-10-08,735.98
3870000,4417000,4750,0.48298898071625,25031261,11243,5,SINGLE_FAMILY,"48024 Avalon Heights Ter, Fremont, CA 94539",94539,Fremont,2021-08-18,814.74
3865000,3981400,4938,0.36154729109275,25024526,10174,5,SINGLE_FAMILY,"823 Hunter Ln, Fremont, CA 94539",94539,Fremont,2022-09-23,782.71
3850000,3950800,3374,0.54,25031274,9996,4,SINGLE_FAMILY,"47969 Avalon Heights Ter, Fremont, CA 94539",94539,Fremont,2022-09-09,1141.08
3820000,3728300,3660,0.40498163452709,25024803,9529,5,SINGLE_FAMILY,"281 Chantecler Dr, Fremont, CA 94539",94539,Fremont,2022-08-17,1043.72
3816000,3989700,3923,0.49,25031100,10147,5,SINGLE_FAMILY,"3321 Clearview Ter, Fremont, CA 94539",94539,Fremont,2021-11-04,972.72
3810000,3885900,3005,0.33,299072517,9934,4,SINGLE_FAMILY,"1940 Castillejo Way, Fremont, CA 94539",94539,Fremont,2021-10-28,1267.89
3800000,4072300,4516,0.53999081726354,25021209,10426,4,SINGLE_FAMILY,"44775 Aguila Ter, Fremont, CA 94539",94539,Fremont,2021-06-25,841.45
3768000,3948600,3374,0.68999081726354,25031240,10053,4,SINGLE_FAMILY,"4096 Piedmont Ter, Fremont, CA 94539",94539,Fremont,2021-08-19,1116.78
3750000,3711300,4966,0.56,25024470,9423,4,SINGLE_FAMILY,"900 Hunter Ln, Fremont, CA 94539",94539,Fremont,2022-06-22,755.13
3750000,3859200,4791,0.5,25024671,9836,5,SINGLE_FAMILY,"45389 Rutherford Ter, Fremont, CA 94539",94539,Fremont,2023-05-15,782.72
3750000,3884800,3530,0.46099632690542,25031091,9989,5,SINGLE_FAMILY,"48920 Crestview Cmn #CM, Fremont, CA 94539",94539,Fremont,2021-08-19,1062.32
3700000,3833600,5393,0.53,25027636,9795,5,SINGLE_FAMILY,"891 Pebblewood Ct, Fremont, CA 94539",94539,Fremont,2023-03-13,686.07
3667950,3567700,4313,8276.4,119593042,9066,5,SINGLE_FAMILY,"318 Harvard Cmn, Fremont, CA 94539",94539,Fremont,2022-05-10,850.44
3650000,3708300,3650,0.25,25021900,9366,4,SINGLE_FAMILY,"41727 Murphy Pl, Fremont, CA 94539",94539,Fremont,2022-08-11,1000.0
3650000,4066800,4909,0.4592056932966,25027643,10436,5,SINGLE_FAMILY,"870 Pebblewood Ct, Fremont, CA 94539",94539,Fremont,2021-12-03,743.53
3650000,4409800,5210,0.30697887970615,299072197,11331,6,SINGLE_FAMILY,"827 Yakima Dr, Fremont, CA 94539",94539,Fremont,2021-09-14,700.58
3649000,4128800,3351,5.1207988980716,25024692,10585,4,SINGLE_FAMILY,"2909 Grapevine Ter, Fremont, CA 94539",94539,Fremont,2021-01-27,1088.93
3630000,3778000,3366,0.70408631772268,25031151,9658,4,SINGLE_FAMILY,"2780 Woodside Ter, Fremont, CA 94539",94539,Fremont,2023-01-23,1078.43
3625000,3769900,4545,0.65,25030334,9653,4,SINGLE_FAMILY,"1657 Vinehill Cir, Fremont, CA 94539",94539,Fremont,2022-12-27,797.58
3625000,3741300,3735,9583.2,25033116,9560,5,SINGLE_FAMILY,"1336 Austin St, Fremont, CA 94539",94539,Fremont,2022-09-30,970.55
3611888,4036000,4144,0.33863636363636,2114801301,10437,5,SINGLE_FAMILY,"118 Telles Ln, Fremont, CA 94539",94539,Fremont,2021-06-29,871.59
3610000,3435300,3010,9147.6,25042668,8798,4,SINGLE_FAMILY,"214 Ivaldi Ct, Fremont, CA 94539",94539,Fremont,2022-03-04,1199.34
